FlightId,DaysToDeparture,BookedSeats,TotalCapacity,CompetitorPrice,SeasonalityIndex,OptimalFare
FL-00746,66,53,300,182.66484209443922,0.8260618412266043,167.4362999396661
FL-00747,75,36,220,210.43009038415641,1.3987433680785357,191.46493251232422
FL-00748,51,92,220,154.30173140448483,1.4343871781028812,246.24557673147822
FL-00749,38,84,220,357.7784028063836,1.395316591353581,329.8211297445881
FL-00750,64,56,300,460.3570371810666,1.3772420275923793,306.2109495207836
FL-00751,38,65,180,384.7321606007348,1.3214756389226254,319.62301772479066
FL-00752,50,128,300,493.7140306568437,1.243402421897372,333.26999976530027
FL-00753,82,18,300,172.06177837491654,1.2750389034917764,169.12454200000997
FL-00754,30,76,150,466.0503798030237,1.3644767053344882,398.5061557021663
FL-00755,79,28,300,434.92390058533823,1.2637489208529131,249.6912431917991
FL-00756,51,80,220,259.9845321748267,1.0294088696774497,239.3272652345917
FL-00757,63,33,180,490.73429314303814,1.0631727715129478,267.9974763401052
FL-00758,52,52,180,250.77821185999528,1.4279402278606046,271.68844077106877
FL-00759,38,101,180,461.25665333987644,0.8119854600580134,295.48765373922356
FL-00760,88,4,220,458.2620019759663,1.2891744068709974,219.4403586607669
FL-00761,79,24,220,415.18016581104035,1.4683442866976508,239.68954423442045
FL-00762,30,89,220,347.2146658344982,1.2943597189705816,326.9622714270677
FL-00763,51,69,220,192.00096236591082,1.4957383917622473,282.11858093153097
FL-00764,81,18,220,336.19010707377436,1.2812814338698315,216.21781135120384
FL-00765,5,201,300,274.8786894792271,0.8240541204518028,280.23934794073216
FL-00766,29,143,220,427.2759616043731,1.3789069171528465,386.9727147171011
FL-00767,4,179,220,415.34522227389573,0.9992409383575234,373.30382734970397
FL-00768,10,122,220,468.71437758041185,1.1122400579651086,383.20063244050607
FL-00769,56,80,220,155.19055685109777,1.0184643411349574,179.5876939850677
FL-00770,17,143,180,433.18612588806616,0.9879878743467756,365.87949062993346
FL-00771,74,24,220,478.4617185936341,1.1019839925688497,250.69826290106982
FL-00772,17,197,300,426.25515718785255,1.0651260139084717,388.2310827710823
FL-00773,84,14,300,195.56806095462835,1.2433370072898127,137.85702258935393
FL-00774,88,5,300,178.4476866943107,1.3692058406912575,168.34130102009007
FL-00775,69,23,150,157.29583393269527,1.0079620572310686,152.2582657040879
FL-00776,34,93,180,370.06082903982485,0.9496048069754122,268.6718914843962
FL-00777,6,201,220,370.3854281509606,1.2668266896092395,427.78704696128807
FL-00778,53,49,150,495.4197999763743,1.2692240460815472,333.0901546028604
FL-00779,66,37,220,289.3151109364335,1.4307918675003202,258.647069422787
FL-00780,77,18,150,266.16719971412385,0.8111619805173176,175.14414342035073
FL-00781,43,57,150,368.54872451453735,1.397128463481557,347.27625605084256
FL-00782,75,47,300,438.9630353776579,1.1647015210638498,241.0675858589779
FL-00783,23,172,300,477.87088233305064,1.2349114624204693,402.32440541100146
FL-00784,55,39,150,431.0934581626635,0.8639600083929904,249.05472614508815
FL-00785,80,22,300,299.33589321553166,1.102830453010432,180.5243837108897
FL-00786,75,22,150,372.21998235922246,0.9591116850669668,206.56103571751558
FL-00787,16,104,180,449.7047643506409,0.9779575210577564,331.58675151514615
FL-00788,8,247,300,321.7133909091088,1.1528665802732192,376.5127297373665
FL-00789,4,195,300,225.84032529688744,1.3687191652821786,373.27628399136694
FL-00790,4,208,300,209.40320391175555,1.3206466511013994,360.38375481308844
FL-00791,56,53,180,150.05521060231985,1.2136999713601677,215.6193988791786
FL-00792,25,105,150,401.38329824344953,1.1775927349274269,376.05755657651383
FL-00793,67,54,220,188.88402309609668,1.099114230264143,186.59801300545325
FL-00794,67,52,300,235.34368489357917,1.4808969814929704,250.65839437816868
FL-00795,27,78,150,254.2567160329777,1.1921347879639632,301.07241974906816
FL-00796,32,76,180,346.1329510478689,0.9777764788185555,272.15117150141015
FL-00797,50,78,220,289.28504705351924,0.9610635544280277,236.80729708438614
FL-00798,61,75,300,386.1358972081066,1.2279471215425992,270.0974136124459
FL-00799,51,74,180,169.47353076504595,1.16597926911765,231.38687487862367
FL-00800,19,138,180,193.3787179925538,0.805388462068299,214.06190408004613
FL-00801,21,127,220,324.72402623664334,1.3810457605370456,378.0244558376091
FL-00802,5,112,150,267.9376757463904,1.2928856479627042,369.36361758754117
FL-00803,82,25,300,253.5346769629759,1.2632805027746725,173.94579319571676
FL-00804,42,147,300,173.45982766313296,0.8481464603883613,184.4386921291247
FL-00805,61,29,150,463.50171116180053,1.053439095120744,255.8274525490317
FL-00806,22,82,150,392.13650514376775,1.4547675825129502,401.36020835038227
FL-00807,21,88,150,192.5663548868773,1.4038124689389546,339.35291459760197
FL-00808,70,33,220,172.76608520799923,0.9998800565086734,165.20977363727192
FL-00809,1,147,220,491.20538670093504,0.9099412188693972,362.15603507241747
FL-00810,5,174,300,388.4103926538267,1.114361570018004,342.83907314743175
FL-00811,12,163,220,296.1096248828095,1.0490812650673627,330.6350318750792
FL-00812,46,62,180,395.6058642645247,1.2775584636941937,316.5216363300636
FL-00813,34,115,300,414.7161252680557,1.4765043670590239,370.7322356692151
FL-00814,49,69,220,422.98677083607276,1.054101014987793,280.1667541969728
FL-00815,78,18,150,317.2570569785702,0.8435569208565694,177.38683721308703
FL-00816,45,84,180,300.45896534369683,1.4283298058396698,335.2435158003099
FL-00817,27,83,150,153.85982949411513,0.8265648111679096,190.96936354297364
FL-00818,73,43,300,474.2949902996433,1.4669361280073332,290.7930542754511
FL-00819,26,105,150,361.15775743613005,1.2652055996063278,390.0095080484696
FL-00820,47,71,220,221.10387801648884,1.4591824459093643,297.9690221082727
FL-00821,86,6,220,471.8611967975028,0.9397617806542848,222.48918844979383
FL-00822,56,81,300,470.2261656196037,0.8284898566776654,257.4951618130789
FL-00823,63,30,150,496.21445752813355,1.1417469847935444,301.67818737757045
FL-00824,48,105,300,455.9197970986426,1.1154363901990876,324.21799860719176
FL-00825,61,46,150,499.2245357370227,1.032044591278418,285.37727587372046
FL-00826,81,15,180,235.6401658431454,1.4703595320720884,190.68343604881858
FL-00827,26,119,220,444.78735481973195,1.3758086125130027,397.6339004216857
FL-00828,36,175,300,438.0599080785176,1.2631074149629153,399.78596620355574
FL-00829,1,110,180,230.8291257272568,0.9140008041464794,261.5969906613996
FL-00830,8,112,180,184.45314215034676,1.3140263857529673,341.5997939350419
FL-00831,52,104,300,492.79717978715985,1.308908718289807,325.20558789702034
FL-00832,79,31,300,253.6085930322136,1.0975477215312053,178.74362600792128
FL-00833,47,52,180,454.8121266637321,1.4473501367998094,334.9820501122632
FL-00834,56,43,150,151.44450413611136,0.9168845175603073,168.85875849718695
FL-00835,86,6,180,157.35868252686078,0.987136293688165,104.40714317744107
FL-00836,14,222,300,313.0549580437289,0.8442570374754436,292.16117008962857
FL-00837,28,106,180,233.55013937727225,1.3568156707243113,349.49072713250246
FL-00838,87,3,150,391.4444492025875,1.235231570266778,206.5450742027167
FL-00839,78,18,220,347.94751394878404,1.0204582139768748,196.08946633571486
FL-00840,88,3,220,177.120029107672,0.9146695645160208,118.75925253942333
FL-00841,2,114,180,206.919903710501,0.8281034390201183,253.4379550571056
FL-00842,26,104,150,285.817244520445,0.9167218980381556,277.8750760744819
FL-00843,14,146,220,214.9614223844016,1.1172992524363607,317.3964676175461
FL-00844,59,45,180,427.277821535375,0.9730238783074243,265.83921332111817
FL-00845,56,61,180,295.624582443648,0.9812875242023767,219.18623488589836
FL-00846,7,110,150,182.70115339487475,1.4129034566674,382.5484054693912
FL-00847,3,209,300,319.5200157952437,1.1605963714227705,377.0320483264602
FL-00848,23,123,180,181.79336337149496,1.3104763811898903,318.27335898123386
FL-00849,18,227,300,195.12805689693602,0.8249976643197002,224.49692860577363
FL-00850,38,150,300,233.86344120987184,1.0556143489746201,259.3714930953515
FL-00851,15,113,220,450.83469683662145,1.1354185431768093,370.34256789011835
FL-00852,64,71,300,473.61438631654016,0.9304917986471293,248.52088722017294
FL-00853,89,1,150,439.19020526622415,0.8841340790118771,189.40717120776486
FL-00854,28,99,220,266.92702609624655,1.4092126449498896,329.44611041807735
FL-00855,74,27,220,245.3562543880911,1.4576021389698575,210.24068078547364
FL-00856,39,118,220,342.2044917765837,0.8551646886317852,263.4132234383319
FL-00857,57,40,180,402.6486061865893,1.0443130987797102,242.64426841149032
FL-00858,17,131,180,497.6804758560612,1.4707999397011315,474.7353540251505
FL-00859,86,10,300,196.04974915762418,0.8582132131927255,116.44472973721349
FL-00860,44,87,220,167.25219965833156,1.2505489610151084,235.48891567599742
FL-00861,25,95,220,393.02456114834484,1.4805549596769039,398.4255810981081
FL-00862,17,112,150,441.2790242263669,1.4847565680069623,461.32992067614157
FL-00863,13,190,300,446.22207295324813,1.1298563316326202,381.32529637053204
FL-00864,84,8,150,387.46224217700626,0.9139243754476665,176.00832020425565
FL-00865,25,188,300,483.9055314417155,0.9414590204842073,329.8569780247524
FL-00866,68,64,300,328.8516672406054,1.422720976587076,270.5406517749389
FL-00867,10,157,180,469.8351794176744,1.4381781030308152,520.0158408530731
FL-00868,67,37,180,488.73424794703305,1.2255157507114882,268.6911366225497
FL-00869,18,91,150,446.5051099510877,1.336323479628938,411.63295931876877
FL-00870,86,13,300,258.41549714051723,1.3179518760292859,185.4361653608964
FL-00871,34,117,220,218.67547790960333,1.263275118592375,292.6939081693102
FL-00872,8,117,180,341.84202274363645,1.3790938684103575,420.44753607089586
FL-00873,40,79,220,308.55516263306595,1.2797846361282248,288.92653799394975
FL-00874,83,10,150,457.2154197674565,1.1738016140232495,237.71326867526446
FL-00875,42,71,180,185.0110848735038,0.9658694538117097,206.5763818680323
FL-00876,41,84,180,240.20902145903153,1.3207217008830332,309.3740311827702
FL-00877,6,220,300,413.129630581548,1.1314065074867923,383.28205470500194
FL-00878,52,43,150,183.24532574205924,1.0063541788052566,192.34444479248853
FL-00879,26,179,300,262.26754490759504,1.3613623930192427,360.2054280921457
FL-00880,64,32,180,285.5043879188941,1.2876995202471198,224.70115081606394
FL-00881,59,39,150,367.9078287969415,1.4561376941872899,300.1393287969377
FL-00882,56,55,180,205.34642600177762,0.9158091480132144,169.561821474088
FL-00883,59,40,150,451.21157162239837,1.2544324992455453,288.2502996769347
FL-00884,70,35,180,306.63978241319603,0.9709676276617232,203.99522399817715
FL-00885,33,129,220,470.95759915819474,1.432508089711149,405.5883986244411
FL-00886,53,82,220,313.7544697718761,0.869649589979631,217.37689207226512
FL-00887,22,139,300,246.26409062925666,1.259313264511414,318.1425771296506
FL-00888,21,114,220,199.6400900406862,1.353760005069621,320.60012950782846
FL-00889,70,32,180,151.3107831489497,1.048442488255295,168.6008485555125
FL-00890,70,38,180,336.2551197446925,1.4678966555686666,269.15013532012244
FL-00891,4,196,220,187.5048439244232,1.3955114792102261,414.85253006009145
FL-00892,75,46,300,287.1047172709124,1.0062328097794324,201.02588284469422
FL-00893,62,49,220,356.24511643298035,0.8052787649011991,208.94901681183518
FL-00894,62,36,150,246.4900639159451,1.0076600232826427,214.88993098049423
FL-00895,24,86,150,211.32850232814033,0.9969173293295198,271.39618073005954
FL-00896,55,38,150,421.1525679132696,1.4229752252506365,310.86499236280866
FL-00897,9,121,220,481.3769102985672,1.4769848247783233,471.6469245526101
FL-00898,3,208,220,185.1541462516881,0.8493079901791822,279.533868779553
FL-00899,31,100,220,204.45661353475276,1.1299063799733218,260.40868376457274
FL-00900,40,57,150,486.0044300384515,1.183832398970857,340.8395675576115
FL-00901,36,114,300,163.2244776342862,0.8650381629307924,204.2059694784585
FL-00902,24,128,180,492.17131779266526,1.064248396396266,379.91552816247616
FL-00903,6,170,220,151.62556907974607,1.0219576921750655,308.30323688482815
FL-00904,66,69,300,455.784029477966,1.1752394480289612,287.86534254463453
FL-00905,84,11,180,257.56381334571233,1.2628336298123566,186.95813275038077
FL-00906,75,22,180,478.5061003620538,1.2924395773475967,260.7041509480551
FL-00907,4,145,180,260.93085102245493,0.8957285165293714,295.8309150560695
FL-00908,79,22,300,379.0072125369196,1.3690633913612351,236.6077128375746
FL-00909,6,188,300,178.01139941807781,1.2749794208535312,345.96512510879177
FL-00910,51,60,150,234.81543400880867,1.4223524417227038,294.36676657685206
FL-00911,62,84,300,420.78777126773775,1.1145352416048038,271.4838746012029
FL-00912,57,81,300,335.0400487875869,1.4257228339055341,291.33665069948376
FL-00913,66,60,300,474.78917162546566,1.4060418856492527,313.02338755084355
FL-00914,79,17,180,300.062992919474,1.1068865326514887,182.67625713939853
FL-00915,75,22,220,454.4343280348731,1.0668003207050851,255.96498747082495
FL-00916,8,95,150,307.13440311738316,1.4529684104791798,395.09942025624565
FL-00917,26,106,220,492.73689754569483,1.3006153141769063,406.6188963122683
FL-00918,51,66,220,485.9420334896069,1.449771742506653,351.85073948270315
FL-00919,45,138,300,265.1978469446281,1.3578823452270692,314.38257447844563
FL-00920,44,54,150,460.07328464588113,1.22650820750399,333.1183209280633
FL-00921,5,140,220,446.6639809754772,0.8810969439026352,336.6475225153764
FL-00922,70,39,220,223.738139064647,1.004036470805369,182.7200750863478
FL-00923,26,100,150,368.5016402741444,1.478189684968874,424.92193769867174
FL-00924,68,51,300,175.4388104564352,1.0235954690999431,162.91125216769686
FL-00925,19,109,220,442.84875220421156,0.8652784088497596,313.292753644329
FL-00926,84,8,180,211.0910592262238,1.295287349143524,157.35771056773328
FL-00927,20,153,220,174.78514548501758,1.3138029781805791,336.85044184693436
FL-00928,12,127,180,290.0766834385839,0.9998204042010056,321.32545195032185
FL-00929,47,132,300,351.9227485098752,1.0083703855424127,278.2275620563897
FL-00930,1,214,220,449.22093549591983,1.1282250898561488,439.015368109594
FL-00931,14,116,150,490.9848839326078,0.8152522648335789,331.68481397678164
FL-00932,64,36,150,303.8223793994523,1.3525261072528145,265.7982397419925
FL-00933,38,101,220,171.1564230448446,1.021962151091888,221.25296951344902
FL-00934,37,108,300,412.19045265905476,1.3976341714013842,369.61453185076175
FL-00935,11,261,300,347.8106396783781,1.3618412951200236,436.1943113263385
FL-00936,77,16,150,306.7619706955621,1.2629814231831482,196.42612225553063
FL-00937,3,140,220,258.2441075772664,1.027412406969502,299.94921846868755
FL-00938,33,164,300,325.8394847452375,1.1614215931628191,315.6644751121049
FL-00939,6,99,150,268.53786155996085,1.1113804803185714,334.7986704537238
FL-00940,50,66,180,414.9541537115761,1.037217320374072,300.2840196792816
FL-00941,10,163,220,340.36279377242437,1.3936954025122248,414.77610407881633
FL-00942,5,132,180,456.89672095393917,1.1384549522043657,406.42362073750246
FL-00943,23,125,180,340.2403701273047,1.3829061684580024,386.4056858271807
FL-00944,10,188,300,233.39184466897552,0.8736529318992771,257.1199193000197
FL-00945,44,119,300,447.88215878125055,0.8987173520202351,294.9542083907051
FL-00946,2,239,300,345.0266657255154,1.4841242135790838,457.3134002372282
FL-00947,13,162,220,222.39436335024644,1.2114379238242627,349.00032171032734
FL-00948,40,91,180,368.22773348467774,1.1568387714493342,317.51900125585945
FL-00949,2,163,220,275.2008677298496,1.1662092442008782,362.4367055613137
FL-00950,84,17,300,445.54196430222305,0.9506881418230019,217.0510551875262
FL-00951,65,33,180,308.65490852629,1.3030927646513812,231.50348305568863
FL-00952,63,64,220,404.25447533759586,0.8593464366108281,248.60541723828365
FL-00953,73,31,220,183.437672672683,1.2013265991721163,197.59047158260702
FL-00954,17,108,150,288.60852120582115,1.199538157610131,353.6509588681911
FL-00955,9,120,220,494.13450276533956,1.4399318968934578,478.2016795711478
FL-00956,75,34,300,432.9611013170019,1.1683279670734024,239.9852770643191
FL-00957,15,145,220,205.97928082842503,0.8959438871819257,261.07314687060546
FL-00958,24,125,180,247.2174173170393,1.2009272814737137,343.3409004162702
FL-00959,38,103,220,265.4355330997264,0.8639293510557327,225.1561939768138
FL-00960,35,89,150,377.62794617340603,0.9426556847099452,278.62460614235255
FL-00961,49,65,180,414.94816582137946,0.8217760089311913,232.4280639052041
FL-00962,69,33,180,412.3343130827684,1.1593055077216488,273.3392625732766
FL-00963,62,30,150,328.455919707241,0.8591728307055007,196.6909382227268
FL-00964,60,92,300,433.78718824335294,1.1285760649719303,279.16940872556796
FL-00965,50,55,180,302.97732896511627,1.453061524726901,289.12750592739195
FL-00966,78,38,300,193.35819785344665,1.3038329891135323,192.52843580531362
FL-00967,75,28,180,347.55464457883465,0.8541881719577051,183.64917066875358
FL-00968,9,158,180,483.30548461038734,0.9569468685461903,376.65223012559693
FL-00969,34,150,300,427.54777798737894,1.271563693925404,361.7940352990511
FL-00970,76,24,180,352.5452266922848,1.4262913027169286,235.89806031339052
FL-00971,35,167,300,376.3819811221839,0.8230430107347677,264.3793802403266
FL-00972,1,96,150,475.6967094624504,1.3687157922044157,472.4254062057163
FL-00973,40,140,300,299.91997805223616,1.193269716236816,298.9042937254534
FL-00974,64,26,150,265.9879486299231,1.182263927707475,217.65329116347388
FL-00975,22,108,180,492.0345477501572,1.4704692279273506,450.3229216080362
FL-00976,60,66,300,452.2050967286167,1.3233512288177411,296.6597411695099
FL-00977,64,35,180,263.06525461651086,1.3950832076392783,263.1056445084395
FL-00978,72,44,300,312.323209076323,1.0477968986812667,194.86060795001234
FL-00979,11,101,150,295.2773451527297,1.1880548285798869,356.4009275773499
FL-00980,14,107,150,202.18348753500186,1.2307839741994395,338.3624609265427
FL-00981,60,62,300,485.23676333464067,1.0251087582537255,281.9520530885825
FL-00982,30,80,150,291.50935092691554,1.1991736874631798,325.12837159655203
FL-00983,35,74,180,456.3651789232678,0.9656587656357998,301.6365429920284
FL-00984,85,8,180,216.27467968823277,0.9003629697477677,139.74307616994278
FL-00985,37,110,220,341.7547837230269,1.0617791814941329,294.9677438392273
FL-00986,5,116,150,158.38648479349445,1.317502740122506,341.5880627447988
FL-00987,83,12,180,417.477169344808,1.4413310036517213,230.92952493668733
FL-00988,78,29,300,353.3198643861974,1.1203998360487628,203.86240720216227
FL-00989,26,96,150,368.9563542144134,1.2499765817928021,360.5661328190041
FL-00990,62,43,180,168.10230889412873,0.8721259916825703,147.00301897988257
FL-00991,4,113,150,223.8634155730154,1.4331246309866301,417.7448870438401
FL-00992,89,2,300,176.01580532375306,1.198022949498954,138.7840724338506
FL-00993,42,58,180,251.12001053133412,1.34623677333761,280.8236426933026
FL-00994,89,2,220,369.60365268875285,1.3561088406449757,195.96554371908405
FL-00995,18,149,220,348.1650945110813,0.9795363684576741,316.2829680697698
FL-00996,40,60,150,364.2524375646866,1.1704221172272946,275.5433219933098
FL-00997,72,38,300,342.237944982263,1.4723358260926842,251.51454181329277
FL-00998,39,64,180,245.56007848655076,0.8627441813745795,213.10101994752307
FL-00999,14,245,300,235.57762407054884,1.2781349286206944,374.15711950098415
FL-01000,32,101,180,197.97088923780345,1.4735848546246204,323.46121429187826
FL-01001,51,42,150,447.17480621622224,1.0104039756378156,278.2108072125488
FL-01002,38,77,180,365.76777548943556,1.4030135449830436,337.1501993818942
FL-01003,23,186,300,215.27885437642092,1.4535602817857902,355.0929178828935
FL-01004,63,84,300,212.02328293743383,1.3229603465763775,239.79448301458902
FL-01005,15,77,150,455.5624605341478,0.9619298186148708,351.74495313614534
FL-01006,25,150,300,409.9558023171618,1.0338005031786157,320.6977742644963
FL-01007,17,139,180,380.78967796688,0.8250665060924116,293.9610944577736
FL-01008,66,24,150,292.4024376387549,1.3820172639717487,244.39336933156233
FL-01009,78,16,180,241.69144749748114,1.394727830557756,210.1197043801788
FL-01010,53,121,300,492.8077670894883,1.2428972169763348,341.97836499239565
FL-01011,51,54,150,429.0338512579801,1.046769495884696,311.84824661488
FL-01012,39,71,180,255.62272809769678,0.8537677193479444,210.3766575067949
FL-01013,51,81,300,446.6476786974731,1.3271403269404365,321.38726595123774
FL-01014,70,40,300,415.6261820151385,1.308568335526946,277.5767093690529
FL-01015,6,143,220,253.97819245729943,1.4388217652172308,416.876238840817
FL-01016,67,73,300,299.2934989845739,1.3113724147037535,227.25854847016765
FL-01017,7,127,180,215.08370588685932,1.3800864595708013,383.61352790041303
FL-01018,51,57,150,188.86835553233828,1.3221682325327997,270.9547921957613
FL-01019,72,42,220,402.96671149389385,1.2414810318186216,285.0501586731991
FL-01020,42,122,300,243.62915007385334,1.0988764759337064,259.3534570844517
FL-01021,64,58,300,437.0207780111888,1.4314821160495943,295.7698973138241
FL-01022,15,201,300,498.46304903004915,1.2556780003352288,414.56593305808946
FL-01023,29,117,180,176.81693487537703,1.0788487253761363,293.483611181514
FL-01024,33,128,220,315.5622937792951,0.8584285066273701,265.8652234434276
FL-01025,27,78,180,430.72189575878105,1.0034933991330675,303.02047541130185
FL-01026,36,115,220,426.13281378943174,1.1806087143811155,340.19072379536067
FL-01027,29,84,150,415.99900541583895,0.9929447590113363,319.3909635683749
FL-01028,38,100,180,272.14822735566884,0.9548647435425315,261.7591251642956
FL-01029,57,42,180,308.8486394897683,1.169175459861493,234.6574159125844
FL-01030,27,85,150,358.2389250695146,0.9188742421270142,281.10751881174974
FL-01031,55,81,220,490.87920425064004,1.3602870443275723,328.53251814254895
FL-01032,33,145,300,264.64154482847255,1.1390577059398606,295.50390803732836
FL-01033,68,29,150,473.1003607009002,1.201703941773855,274.78715053972206
FL-01034,86,8,300,244.27492136317295,0.903168287318144,147.48965102428187
FL-01035,66,56,300,496.1760629157966,1.0272034349405572,280.9983582916782
FL-01036,10,97,150,384.59229038965714,1.087062778282807,358.79561904159146
FL-01037,5,203,220,312.22901812549287,1.365748981361552,442.3569784041729
FL-01038,74,38,300,364.6866498222617,1.3391116661603069,245.39028749816455
FL-01039,38,67,150,245.38590916407236,0.956084232351377,238.2161546359851
FL-01040,13,133,180,245.9608501290133,1.2313253571249054,367.5256607633827
FL-01041,31,78,180,189.74409034522284,0.9704194504403983,232.23254255960344
FL-01042,47,68,180,189.91760419688956,1.4917730089831718,282.4825957373558
FL-01043,88,2,150,271.68510951411895,1.4664867146916094,199.7707969529665
FL-01044,52,71,180,416.9994172637301,1.1942853043644344,318.1199400481142
FL-01045,56,96,300,362.7899086593569,1.2892318003259,275.04365611500026
FL-01046,15,130,180,185.9045961158573,1.3610012675460514,376.75741901882225
FL-01047,29,79,180,448.28278374156884,1.3046988940314326,373.15171363275084
FL-01048,8,267,300,360.4786694465232,1.2898800837576947,432.86587523715565
FL-01049,5,111,180,486.2994518746729,1.4709878055646697,485.457350324853
FL-01050,29,185,300,384.56491359392265,1.2175192744150984,351.74254192185555
FL-01051,47,60,180,211.31120229646336,1.245411870273339,259.93359815239006
FL-01052,68,71,300,315.8241768077378,1.3944881253067267,255.45937272487117
FL-01053,76,24,180,376.97415914152145,1.2689236075008847,223.5855010056904
FL-01054,45,135,300,159.8926453674922,1.313052835412266,253.98742224449606
FL-01055,2,100,150,155.21859245418275,0.9639180803376497,276.2503579357569
FL-01056,27,163,300,195.29105020949876,1.0598868468805498,253.90277048022529
FL-01057,36,91,180,238.08255226591479,0.9031109419983252,249.88982243393647
FL-01058,36,98,180,300.34219323223647,1.154035809634364,314.18421003550566
FL-01059,26,100,220,320.60416581592597,1.1190091804761724,316.45095730734647
FL-01060,43,154,300,198.30966312826388,1.4980139699956196,320.2716050369944
FL-01061,27,100,150,385.6870526905408,1.2278460569708798,371.4051966246587
FL-01062,69,49,300,358.64832159378716,1.3505113762360963,243.13322022067507
FL-01063,20,216,300,253.06243459440606,1.033810269530358,312.38439553399814
FL-01064,11,106,150,154.7809592023522,1.3820817319399574,364.1724877212378
FL-01065,74,41,300,177.17677037365175,1.2305594765413783,183.29717841717854
FL-01066,38,62,150,287.09317142879377,1.2878946321189069,319.3773677391433
FL-01067,6,116,150,203.89102290798937,1.006101544564618,295.9683868016912
FL-01068,72,53,300,281.8868621517898,1.1840468741869041,210.5304797781466
FL-01069,23,170,300,369.8639115786243,1.243825881389526,362.8044850847057
FL-01070,47,73,180,341.53309975774926,1.2123662730716067,284.33614934523246
FL-01071,46,77,180,230.911559098088,1.4406355979971965,299.5078849473063
FL-01072,12,168,220,270.33787194056333,1.4287908651447876,417.62724147121395
FL-01073,13,116,220,364.9109194570277,1.4796888405138096,411.3510796124254
FL-01074,62,88,300,451.29925981520705,1.2671996042048925,313.46906050933023
FL-01075,82,10,150,413.62470355860705,1.4803398910879793,235.3991921483256
FL-01076,89,1,220,343.69000939169524,1.3827346000223362,213.23795006507598
FL-01077,60,69,300,276.80254941077015,0.9895824982379715,213.9936604749922
FL-01078,43,91,220,277.76794713963193,1.099204968685908,256.5726816235043
FL-01079,76,22,150,457.7960585925386,0.9668747095323069,224.87889031964554
FL-01080,68,55,300,163.73525161419124,0.8029380125813956,118.52783502535266
FL-01081,5,127,150,495.79392554709136,0.9316341272028361,371.9714362053728
FL-01082,37,112,300,382.5313937980468,0.8028424104008131,257.57975604401804
FL-01083,72,34,220,388.3981946753367,1.3038869229453431,253.03267729381378
FL-01084,31,117,180,163.29924305665975,1.0978740084048397,280.41395820356524
FL-01085,9,179,220,361.93524621194524,1.0188023089545009,347.3852947825509
FL-01086,51,65,220,319.67232103165645,1.3332046237666315,292.25145435932154
FL-01087,29,97,180,187.02261741292344,1.3827407422337514,312.5282760308603
FL-01088,78,16,180,247.27270376927567,1.482709677054916,200.83650404593288
FL-01089,40,127,300,461.6100596747779,1.249409509272669,346.00066330379866
FL-01090,41,148,300,342.4959455530835,1.1230702709780362,290.67104299966985
FL-01091,86,6,150,294.6958013108681,1.0136850111252051,152.45342377510437
FL-01092,11,91,150,175.43875454428382,0.9556227464499585,257.84414737449873
FL-01093,23,158,220,399.942534590807,0.9490481653378209,325.81288392378383
FL-01094,1,148,180,395.99778818861137,1.086432562303859,402.8556694256763
FL-01095,46,55,150,364.9152624403972,1.4942504487015509,350.00317991757964
FL-01096,21,135,220,328.59192617722726,0.8005975882061823,276.40609452557004
FL-01097,36,90,180,301.82454077258046,0.9380441280617006,265.84844496436597
FL-01098,54,98,300,357.6448825457973,0.9318750876825017,243.03904231292242
FL-01099,87,5,220,231.68840810494234,1.3019836398726046,155.56418303677714
FL-01100,57,88,300,479.4406724621767,1.0467393093186432,287.11176316521596
FL-01101,1,99,150,356.0780852130804,1.1200825632142744,373.4905799253546
FL-01102,63,41,150,258.9173555240318,0.9040368913289335,207.10747319425488
FL-01103,54,58,180,307.38794780980504,1.0834979272138634,252.53869285131645
FL-01104,55,55,220,431.9896761069123,0.8722398683340853,258.00863966656124
FL-01105,40,151,300,206.5656212556041,1.1731303015220083,257.358105834913
FL-01106,15,145,180,252.49246786109114,0.8685568557679992,275.1468304427129
FL-01107,21,112,150,387.8278079577944,1.3533558668212093,419.5304927114151
FL-01108,47,53,150,260.42122226877837,1.1966212022783427,271.92147163493684
FL-01109,73,27,220,427.3755886515131,1.306777511641462,258.40040474160145
FL-01110,53,99,300,195.6587205120763,1.0929614706568787,214.7131276013934
FL-01111,9,127,220,416.94015965911296,1.067043905269559,362.0760197278523
FL-01112,74,51,300,173.92310019769818,0.8687462223342046,131.8325139551327
FL-01113,52,85,300,154.4074144336232,1.166698924929976,225.32577469479236
FL-01114,57,56,220,464.37823159125674,1.1601515153999644,282.93965058996
FL-01115,26,97,180,353.4687259263045,1.1276714311147238,305.37865236847983
FL-01116,41,90,220,273.139413980384,1.3183628552777145,298.78734024543036
FL-01117,35,123,220,231.40812293734763,1.3827530800226482,344.2276209164555
FL-01118,63,35,150,365.91002414128565,1.3255527724639555,278.4816966429187
FL-01119,25,72,150,328.15076423785837,0.9007060199647907,275.87432536775157
FL-01120,75,25,220,497.0592214354948,1.2354416564974757,270.21181131795026
FL-01121,38,102,220,494.125595328811,0.8562261739826734,295.082331828511
FL-01122,2,96,150,372.25859814956334,1.2862356012083336,391.54817978637124
FL-01123,7,233,300,305.00467713706166,1.0672873675927887,323.6690352064753
FL-01124,82,16,220,321.8993391971317,0.8927492693864006,175.34142592057447
